"","WID","Filename","p","S_G","T","g","V","C","R_SD"
"27",27,"Sim_27_.csv",0.0450000000000004,2.2825,431.216666666667,0.261833333333333,4.8872,0.50125,0.960875
"28",28,"Sim_28_.csv",2.977,1.26583333333333,215.85,0.195166666666667,4.3832,3.75375,2.34595833333333
"29",29,"Sim_29_.csv",-2.687,0.0958333333333333,299.85,0.796166666666667,4.668,2.32125,0.393458333333333
"30",30,"Sim_30_.csv",-1.293,3.65083333333333,404.616666666667,0.197833333333333,1.0296,7.61875,1.57045833333333
"31",31,"Sim_31_.csv",-1.303,0.6225,378.716666666667,0.333166666666667,3.4536,6.81375,2.181875
"32",32,"Sim_32_.csv",0.903,2.90416666666667,462.483333333333,0.8585,4.8328,5.61125,0.812375
"33",33,"Sim_33_.csv",-1.605,3.95416666666667,730.816666666667,0.975166666666667,1.6504,5.47875,1.41554166666667
"34",34,"Sim_34_.csv",1.987,3.83583333333333,188.55,0.568833333333333,1.3752,7.11625,2.35879166666667
"35",35,"Sim_35_.csv",-0.537,0.569166666666667,140.95,0.754833333333333,4.4296,6.23625,1.549375
"36",36,"Sim_36_.csv",2.961,2.60583333333333,758.583333333333,0.5105,0.9848,2.91125,1.25329166666667
"37",37,"Sim_37_.csv",1.451,2.64416666666667,596.416666666667,0.414166666666667,1.5928,5.27375,0.988375
"38",38,"Sim_38_.csv",1.247,4.80583333333333,212.116666666667,0.140833333333333,1.8296,6.30625,1.862875
"39",39,"Sim_39_.csv",-0.0589999999999997,4.68583333333333,234.05,0.622833333333333,2.132,2.54375,2.35054166666667
"40",40,"Sim_40_.csv",-1.975,0.5125,264.15,0.534833333333333,1.2136,1.44875,2.44220833333333
"41",41,"Sim_41_.csv",2.527,3.43583333333333,283.05,0.471833333333333,2.5464,4.53125,0.463125
"42",42,"Sim_42_.csv",1.379,0.755833333333333,239.183333333333,0.658833333333333,1.8904,1.08875,0.334791666666667
"43",43,"Sim_43_.csv",0.821,1.87916666666667,462.95,0.0378333333333333,0.8728,7.68875,1.44029166666667
"44",44,"Sim_44_.csv",-2.089,2.75416666666667,364.95,0.0491666666666667,0.2488,1.17375,0.380625
"45",45,"Sim_45_.csv",0.553,1.7025,732.216666666667,0.522166666666667,2.6328,0.65875,1.91970833333333
"46",46,"Sim_46_.csv",-1.149,4.97583333333333,344.416666666667,0.7535,4.9144,6.66125,2.583375
"47",47,"Sim_47_.csv",-0.595,0.0325,450.816666666667,0.533166666666667,2.9432,1.43125,1.30829166666667
"48",48,"Sim_48_.csv",-2.221,0.580833333333333,194.85,0.252166666666667,1.7272,7.95125,0.345791666666667
"49",49,"Sim_49_.csv",-1.095,1.8775,459.216666666667,0.433833333333333,2.6696,5.31875,1.821625
"50",50,"Sim_50_.csv",-1.015,1.50416666666667,773.983333333333,0.863833333333333,3.692,3.78875,2.83729166666667
"51",51,"Sim_51_.csv",-2.123,3.75083333333333,213.05,0.0858333333333333,0.9512,6.75125,0.548375
"52",52,"Sim_52_.csv",-0.501,0.519166666666667,210.25,0.989833333333333,4.3976,2.50125,1.274375
"53",53,"Sim_53_.csv",-1.063,0.1875,524.55,0.813166666666667,1.2776,6.76875,0.587791666666667
"54",54,"Sim_54_.csv",-1.235,4.0875,307.083333333333,0.834833333333333,4.8552,1.49875,2.04254166666667
"55",55,"Sim_55_.csv",-2.973,0.905833333333333,108.516666666667,0.1585,3.9912,4.73125,1.18179166666667
"56",56,"Sim_56_.csv",-0.681,4.5875,795.916666666667,0.760166666666667,4.6584,3.23625,2.924375
"57",57,"Sim_57_.csv",-2.407,2.8025,770.483333333333,0.378833333333333,1.9272,1.81125,2.42845833333333
"58",58,"Sim_58_.csv",-0.611,3.2375,682.75,0.1425,0.2104,5.91625,0.448458333333333
"59",59,"Sim_59_.csv",1.539,1.0725,608.316666666667,0.6665,0.3,1.20875,1.35045833333333
"60",60,"Sim_60_.csv",2.111,3.2925,724.983333333333,0.3615,2.5688,7.66125,0.648291666666667
"61",61,"Sim_61_.csv",-2.315,0.8025,378.483333333333,0.4915,4.2728,5.99375,2.124125
"62",62,"Sim_62_.csv",-1.261,4.28583333333333,145.15,0.219833333333333,0.6744,3.53125,0.387041666666667
"63",63,"Sim_63_.csv",-0.997,0.5925,207.45,0.539833333333333,3.6248,6.44875,0.336625
"64",64,"Sim_64_.csv",0.535,0.985833333333333,662.916666666667,0.9305,4.98,4.90125,0.922375
"65",65,"Sim_65_.csv",1.079,0.234166666666667,643.316666666667,0.945166666666667,3.1128,5.21625,1.98479166666667
"66",66,"Sim_66_.csv",-0.419,3.29583333333333,760.916666666667,0.607833333333333,0.9528,1.22875,0.455791666666667
"67",67,"Sim_67_.csv",-2.397,3.5025,403.683333333333,0.974166666666667,2.9672,4.17125,1.048875
"68",68,"Sim_68_.csv",2.931,2.79916666666667,681.816666666667,0.792833333333333,3.9656,6.03875,0.838958333333333
"69",69,"Sim_69_.csv",1.725,1.4625,220.75,0.0245,1.4008,0.84875,0.637291666666667
"70",70,"Sim_70_.csv",-0.647,4.8925,135.35,0.3645,1.4696,4.15375,1.266125
"71",71,"Sim_71_.csv",0.585,3.36083333333333,456.65,0.164833333333333,3.132,3.84625,1.741875
"72",72,"Sim_72_.csv",2.245,4.1025,463.416666666667,0.794833333333333,0.98,7.37625,1.35870833333333
"73",73,"Sim_73_.csv",-1.193,4.23583333333333,543.216666666667,0.4305,2.0568,6.89125,0.854541666666667
"74",74,"Sim_74_.csv",0.643,3.18583333333333,328.55,0.6745,2.6728,6.77625,2.37254166666667
"75",75,"Sim_75_.csv",-2.801,4.39916666666667,144.45,0.264833333333333,1.388,3.31625,1.26245833333333
"76",76,"Sim_76_.csv",-0.853,4.58916666666667,747.85,0.837833333333333,3.34,0.86625,1.516375
"77",77,"Sim_77_.csv",-2.307,2.76083333333333,393.65,0.9975,2.7384,3.81125,2.38354166666667
"78",78,"Sim_78_.csv",-2.409,2.7325,233.816666666667,0.797166666666667,3.8744,2.80875,0.816041666666667
"79",79,"Sim_79_.csv",1.765,4.9575,621.15,0.357833333333333,3.6632,0.62875,0.847208333333333
"80",80,"Sim_80_.csv",0.00699999999999967,4.94583333333333,235.916666666667,0.666833333333333,0.9384,4.93875,0.794958333333333
"81",81,"Sim_81_.csv",1.269,1.55416666666667,483.25,0.8805,1.1688,6.68125,0.389791666666667
"82",82,"Sim_82_.csv",1.525,4.76416666666667,166.383333333333,0.0401666666666667,4.8296,2.57375,1.51820833333333
"83",83,"Sim_83_.csv",2.785,1.7775,655.216666666667,0.488166666666667,2.4728,4.90375,1.06995833333333
"84",84,"Sim_84_.csv",2.265,0.7775,369.15,0.3825,3.7432,7.74875,1.46779166666667
"85",85,"Sim_85_.csv",-2.201,3.1775,364.716666666667,0.3855,0.9608,6.10375,2.49079166666667
"86",86,"Sim_86_.csv",0.965,0.3825,270.216666666667,0.5485,4.244,1.02875,1.101125
"87",87,"Sim_87_.csv",-2.481,2.5475,432.85,0.0241666666666667,4.4424,6.37875,0.669375
"88",88,"Sim_88_.csv",0.431,3.02083333333333,373.583333333333,0.0835,2.5272,1.68875,2.08470833333333
"89",89,"Sim_89_.csv",2.119,0.140833333333333,181.316666666667,0.6935,2.3256,1.74375,2.61820833333333
"90",90,"Sim_90_.csv",0.495,3.84083333333333,272.083333333333,0.496833333333333,3.4568,7.12625,2.26804166666667
"91",91,"Sim_91_.csv",-1.915,0.235833333333333,326.916666666667,0.0605,1.6184,7.37875,1.66120833333333
"92",92,"Sim_92_.csv",1.527,0.545833333333333,257.383333333333,0.976166666666667,2.012,6.30125,2.324875
"93",93,"Sim_93_.csv",-2.695,1.8125,652.883333333333,0.883833333333333,1.9432,4.10625,1.07179166666667
"94",94,"Sim_94_.csv",-0.861,4.99916666666667,622.55,0.710833333333333,3.732,6.83125,2.39545833333333
"95",95,"Sim_95_.csv",-0.211,4.62083333333333,109.216666666667,0.345166666666667,1.4632,2.99625,2.60445833333333
"96",96,"Sim_96_.csv",0.193,2.3675,302.416666666667,0.1625,0.7,3.80125,1.80695833333333
"97",97,"Sim_97_.csv",1.433,0.8375,179.216666666667,0.245166666666667,4.564,6.81125,1.543875
"98",98,"Sim_98_.csv",0.365,2.0325,141.183333333333,0.2375,2.46,7.60625,2.66404166666667
"99",99,"Sim_99_.csv",-0.289,2.30583333333333,266.25,0.283166666666667,2.372,5.41625,0.674875
"100",100,"Sim_100_.csv",0.625,4.74916666666667,792.883333333333,0.8905,1.796,1.14375,2.660375
"101",101,"Sim_101_.csv",-2.653,2.46083333333333,554.183333333333,0.603833333333333,1.5064,6.45875,0.666625
"102",102,"Sim_102_.csv",-1.683,1.1925,264.85,0.499833333333333,2.8024,5.25625,1.86929166666667
"103",103,"Sim_103_.csv",1.657,2.6325,753.216666666667,0.697833333333333,4.092,2.92625,0.736291666666667
"104",104,"Sim_104_.csv",0.565,4.09583333333333,128.816666666667,0.669166666666667,1.6376,2.38625,2.20479166666667
"105",105,"Sim_105_.csv",-1.935,1.12083333333333,324.35,0.0171666666666667,1.8552,2.86875,2.15345833333333
"106",106,"Sim_106_.csv",1.429,4.50583333333333,776.316666666667,0.2185,1.9192,3.10375,0.931541666666667
"107",107,"Sim_107_.csv",-0.903,1.3925,787.283333333333,0.5435,4.6632,7.64625,2.27445833333333
"108",108,"Sim_108_.csv",-2.485,1.72083333333333,294.016666666667,0.3395,0.4104,2.07125,1.52554166666667
"109",109,"Sim_109_.csv",0.227,2.57583333333333,180.15,0.5355,1.5256,7.58375,1.472375
"110",110,"Sim_110_.csv",-1.375,1.23083333333333,199.283333333333,0.256166666666667,1.7016,5.86625,1.87204166666667
"111",111,"Sim_111_.csv",-1.475,0.475833333333333,656.616666666667,0.353166666666667,4.0408,6.90625,2.26070833333333
"112",112,"Sim_112_.csv",0.833,2.1325,107.35,0.954833333333333,2.1992,2.02125,1.61079166666667
"113",113,"Sim_113_.csv",1.895,0.710833333333333,512.183333333333,0.211166666666667,0.3784,4.65125,1.95729166666667
"114",114,"Sim_114_.csv",2.021,3.14583333333333,294.483333333333,0.502833333333333,2.3528,5.84125,1.24320833333333
"115",115,"Sim_115_.csv",1.773,1.64416666666667,651.483333333333,0.530833333333333,1.3432,4.30625,1.66579166666667
"116",116,"Sim_116_.csv",-1.761,2.2975,262.283333333333,0.9745,1.6632,7.87375,2.91520833333333
"117",117,"Sim_117_.csv",2.399,1.5975,470.883333333333,0.8375,2.5016,0.80375,0.254125
"118",118,"Sim_118_.csv",-0.0390000000000001,0.470833333333333,336.716666666667,0.9195,4.7464,5.57375,1.411875
"119",119,"Sim_119_.csv",-0.715,3.30083333333333,666.883333333333,0.0745,2.3576,7.43875,1.590625
"120",120,"Sim_120_.csv",0.985,0.849166666666667,326.216666666667,0.843833333333333,2.5672,1.03625,2.10029166666667
"121",121,"Sim_121_.csv",1.541,2.19083333333333,265.55,0.8935,0.2312,1.98125,2.214875
"122",122,"Sim_122_.csv",-0.635,4.02416666666667,104.783333333333,0.537833333333333,1.684,2.41875,1.23495833333333
"123",123,"Sim_123_.csv",-0.0289999999999999,0.8825,155.416666666667,0.9695,0.6568,4.17625,2.368875
"124",124,"Sim_124_.csv",-1.411,3.59583333333333,206.283333333333,0.564833333333333,3.4744,7.26625,2.674125
"125",125,"Sim_125_.csv",-1.385,1.84083333333333,426.55,0.0658333333333333,2.5128,6.09125,1.46045833333333
"126",126,"Sim_126_.csv",-0.583,1.1125,220.283333333333,0.646166666666667,3.3992,5.14125,0.425541666666667
"127",127,"Sim_127_.csv",0.959000000000001,3.81583333333333,361.45,0.991833333333333,4.94,1.78875,2.291875
"128",128,"Sim_128_.csv",-0.565,0.1375,217.716666666667,0.5665,1.2792,2.80625,2.99954166666667
"129",129,"Sim_129_.csv",-1.601,2.4325,755.55,0.662833333333333,1.3304,7.96875,2.88679166666667
"130",130,"Sim_130_.csv",1.419,1.08583333333333,618.583333333333,0.1455,2.1352,4.41125,0.868291666666667
"131",131,"Sim_131_.csv",0.0190000000000001,2.69083333333333,797.083333333333,0.463166666666667,0.6248,7.81125,2.42479166666667
"132",132,"Sim_132_.csv",0.0710000000000002,1.04583333333333,528.75,0.4035,0.6712,7.39625,2.654875
"133",133,"Sim_133_.csv",-1.053,1.62916666666667,416.05,0.718166666666667,1.7416,7.21375,1.40820833333333
"134",134,"Sim_134_.csv",-0.417,0.0975,267.883333333333,0.466166666666667,3.1096,6.04125,1.351375
"135",135,"Sim_135_.csv",-0.0449999999999999,0.670833333333333,492.583333333333,0.541833333333333,0.796,3.23375,0.683125
"136",136,"Sim_136_.csv",1.829,0.239166666666667,562.116666666667,0.8315,1.5048,0.60375,2.179125
"137",137,"Sim_137_.csv",2.771,0.885833333333333,118.783333333333,0.0455,2.324,2.12375,1.52370833333333
"138",138,"Sim_138_.csv",-2.573,0.2775,664.55,0.4705,1.124,1.60875,1.97745833333333
"139",139,"Sim_139_.csv",-0.649,0.250833333333333,516.85,0.585833333333333,4.5752,5.53375,2.36704166666667
"140",140,"Sim_140_.csv",-1.689,3.62416666666667,593.15,0.3265,3.7944,3.91625,2.522875
"141",141,"Sim_141_.csv",2.843,2.02916666666667,325.283333333333,0.6845,2.1512,6.05625,1.96370833333333
"142",142,"Sim_142_.csv",2.063,1.88916666666667,585.45,0.424833333333333,4.5816,3.57375,0.603375
"143",143,"Sim_143_.csv",1.037,4.77583333333333,476.016666666667,0.7805,4.4872,4.40625,1.96829166666667
"144",144,"Sim_144_.csv",1.087,1.0425,291.916666666667,0.841166666666667,1.908,7.45625,1.47604166666667
"145",145,"Sim_145_.csv",1.659,0.445833333333333,573.55,0.8495,2.9192,6.75875,2.935375
"146",146,"Sim_146_.csv",-1.209,4.47916666666667,318.283333333333,0.730833333333333,1.108,2.49375,0.750041666666667
"147",147,"Sim_147_.csv",-1.811,0.215833333333333,367.516666666667,0.315166666666667,3.124,7.31625,0.719791666666667
"148",148,"Sim_148_.csv",2.617,2.13916666666667,323.183333333333,0.563166666666667,2.3992,3.87125,0.251375
"149",149,"Sim_149_.csv",0.0369999999999999,0.6825,133.483333333333,0.372833333333333,3.9496,3.25875,1.002125
"150",150,"Sim_150_.csv",2.491,4.2875,615.55,0.953166666666667,1.7112,1.22625,2.055375
"151",151,"Sim_151_.csv",0.367,2.8425,196.483333333333,0.4225,2.5928,1.60125,1.40270833333333
"152",152,"Sim_152_.csv",-0.901,0.0791666666666667,259.016666666667,0.0398333333333333,3.2072,5.55125,2.31020833333333
"153",153,"Sim_153_.csv",1.741,4.21083333333333,249.216666666667,0.757166666666667,1.7816,7.84875,2.907875
"154",154,"Sim_154_.csv",1.327,4.3675,734.316666666667,0.453166666666667,4.5944,5.64875,0.629041666666667
"155",155,"Sim_155_.csv",-2.487,0.725833333333333,772.583333333333,0.2915,3.052,3.49625,0.553875
"156",156,"Sim_156_.csv",2.677,0.874166666666667,758.35,0.619166666666667,0.42,3.05625,2.92529166666667
"157",157,"Sim_157_.csv",-1.753,0.680833333333333,315.483333333333,0.211833333333333,2.2664,6.06625,1.22120833333333
"158",158,"Sim_158_.csv",2.673,2.8525,547.883333333333,0.5955,4.0856,5.95125,2.82904166666667
"159",159,"Sim_159_.csv",-1.583,0.995833333333333,223.55,0.876166666666667,2.404,4.82375,0.335708333333333
"160",160,"Sim_160_.csv",-0.889,1.07583333333333,650.783333333333,0.870833333333333,0.8232,6.52375,1.453125
"161",161,"Sim_161_.csv",-2.515,2.5125,402.75,0.0895,2.052,6.59875,2.51920833333333
"162",162,"Sim_162_.csv",0.411,3.87916666666667,295.883333333333,0.9285,1.948,0.77875,0.787625
"163",163,"Sim_163_.csv",-0.629,4.94083333333333,350.95,0.580166666666667,4.9256,4.92625,0.799541666666667
"164",164,"Sim_164_.csv",1.837,2.5725,315.716666666667,0.0508333333333333,2.2696,7.56125,1.87570833333333
"165",165,"Sim_165_.csv",-2.781,2.63583333333333,646.116666666667,0.687166666666667,1.0504,4.77875,1.728125
"166",166,"Sim_166_.csv",1.621,2.28083333333333,637.483333333333,0.529166666666667,2.9624,5.96625,2.921625
"167",167,"Sim_167_.csv",2.551,3.14916666666667,570.75,0.319833333333333,4.2408,7.67125,0.783041666666667
"168",168,"Sim_168_.csv",0.945,1.54583333333333,740.616666666667,0.818166666666667,2.4392,4.74375,0.949875
"169",169,"Sim_169_.csv",-1.249,3.7025,583.116666666667,0.900166666666667,1.0456,5.24875,1.27070833333333
"170",170,"Sim_170_.csv",2.257,0.7875,140.716666666667,0.9915,3.8888,6.67875,1.05070833333333
"171",171,"Sim_171_.csv",1.563,3.0075,319.45,0.0905,3.9304,3.28375,0.880208333333333
"172",172,"Sim_172_.csv",0.659,1.7125,247.816666666667,0.7605,0.8456,5.12125,1.736375
"173",173,"Sim_173_.csv",1.171,1.19083333333333,184.816666666667,0.311166666666667,2.8872,5.93375,0.723458333333333
"174",174,"Sim_174_.csv",-1.113,3.15416666666667,245.25,0.856833333333333,1.492,0.63375,0.771125
"175",175,"Sim_175_.csv",1.513,0.179166666666667,557.683333333333,0.754166666666667,3.3032,3.33375,0.702375
"176",176,"Sim_176_.csv",2.255,3.37416666666667,272.783333333333,0.1985,4.2936,0.96875,1.49804166666667
"177",177,"Sim_177_.csv",2.343,4.93916666666667,319.916666666667,0.7195,2.7512,2.72125,2.723625
"178",178,"Sim_178_.csv",-1.119,4.40583333333333,782.85,0.413833333333333,2.1752,5.13875,0.453958333333333
"179",179,"Sim_179_.csv",-1.687,2.60416666666667,382.216666666667,0.1925,0.9288,3.57875,1.23404166666667
"180",180,"Sim_180_.csv",2.871,0.354166666666667,219.35,0.0481666666666667,1.036,2.08875,2.718125
"181",181,"Sim_181_.csv",1.245,0.150833333333333,551.85,0.3225,1.6488,4.23875,1.93345833333333
"182",182,"Sim_182_.csv",0.105,3.4125,392.016666666667,0.133166666666667,0.6888,1.95125,2.76120833333333
"183",183,"Sim_183_.csv",-1.733,0.6475,308.25,0.458166666666667,3.708,2.64375,0.926041666666667
"184",184,"Sim_184_.csv",-2.267,1.12583333333333,690.216666666667,0.470833333333333,3.884,5.71625,1.015875
"185",185,"Sim_185_.csv",2.885,1.18083333333333,111.316666666667,0.2205,3.8904,6.21375,1.32295833333333
"186",186,"Sim_186_.csv",-1.965,3.29916666666667,788.916666666667,0.745833333333333,4.252,4.62125,1.909625
"187",187,"Sim_187_.csv",-1.499,2.53916666666667,249.683333333333,0.768166666666667,3.6056,3.21375,2.42204166666667
"188",188,"Sim_188_.csv",-0.0789999999999997,2.18916666666667,439.383333333333,0.0691666666666667,3.644,4.43625,2.12504166666667
"189",189,"Sim_189_.csv",0.983000000000001,0.0708333333333333,417.216666666667,0.472166666666667,1.5864,4.38125,1.72354166666667
"190",190,"Sim_190_.csv",-1.611,3.97916666666667,281.883333333333,0.0615,2.9208,1.37875,0.541958333333333
"191",191,"Sim_191_.csv",0.499000000000001,0.540833333333333,212.816666666667,0.9625,3.18,7.04625,1.43570833333333
"192",192,"Sim_192_.csv",-0.655,4.63916666666667,123.45,0.9495,4.484,7.35875,1.76020833333333
"193",193,"Sim_193_.csv",2.349,3.82083333333333,173.616666666667,0.989166666666667,0.3112,6.18625,2.118625
"194",194,"Sim_194_.csv",2.029,4.93416666666667,388.05,0.948166666666667,4.7928,0.51625,0.432875
"195",195,"Sim_195_.csv",0.679,2.1525,227.05,0.157833333333333,1.2056,5.70625,1.19004166666667
"196",196,"Sim_196_.csv",0.179,4.6775,543.45,0.4795,4.3,1.99125,1.61995833333333
"197",197,"Sim_197_.csv",-0.275,4.24583333333333,518.95,0.741833333333333,4.4696,4.36375,2.07645833333333
"198",198,"Sim_198_.csv",-1.993,4.6575,268.116666666667,0.109166666666667,4.9112,6.89375,0.261458333333333
"199",199,"Sim_199_.csv",2.513,0.275833333333333,284.216666666667,0.6655,3.0104,1.25875,1.01954166666667
"200",200,"Sim_200_.csv",-2.475,0.894166666666667,493.516666666667,0.270166666666667,3.8792,5.85375,1.70704166666667
"201",201,"Sim_201_.csv",-0.773,1.78916666666667,574.716666666667,0.1515,4.9752,6.54125,0.882958333333333
"202",202,"Sim_202_.csv",-0.519,3.19916666666667,638.65,0.2725,1.7288,4.66375,0.865541666666667
"203",203,"Sim_203_.csv",2.701,4.22583333333333,578.45,0.2055,4.2632,4.00125,2.90604166666667
"204",204,"Sim_204_.csv",-1.245,0.3525,725.683333333333,0.0985,4.7256,7.22875,2.509125
"205",205,"Sim_205_.csv",-0.347,1.5125,789.383333333333,0.655166666666667,1.5208,6.70625,1.898625
"206",206,"Sim_206_.csv",-1.307,1.3875,407.183333333333,0.773833333333333,4.7,2.96875,1.52920833333333
"207",207,"Sim_207_.csv",1.453,2.41416666666667,160.083333333333,0.284166666666667,4.492,7.10875,1.01495833333333
"208",208,"Sim_208_.csv",0.907,4.95083333333333,234.983333333333,0.6555,1.5416,3.04875,0.421875
"209",209,"Sim_209_.csv",-2.417,2.81083333333333,160.783333333333,0.541166666666667,2.4968,1.70125,2.66129166666667
"210",210,"Sim_210_.csv",0.733,2.80416666666667,662.683333333333,0.282166666666667,3.5624,7.00125,2.01320833333333
"211",211,"Sim_211_.csv",-2.829,0.735833333333333,536.916666666667,0.806166666666667,4.2104,3.90625,2.03429166666667
"212",212,"Sim_212_.csv",1.391,1.49416666666667,425.616666666667,0.0551666666666667,3.4808,4.44375,2.32395833333333
"213",213,"Sim_213_.csv",-0.579,1.92583333333333,180.85,0.851833333333333,2.5368,5.11875,2.19745833333333
"214",214,"Sim_214_.csv",-1.289,1.77083333333333,283.283333333333,0.8965,1.3016,5.00625,1.59704166666667
"215",215,"Sim_215_.csv",-1.757,1.87583333333333,717.05,0.3245,3.7496,3.32625,0.484208333333333
"216",216,"Sim_216_.csv",2.889,4.77916666666667,612.75,0.2235,1.556,0.64125,2.53020833333333
"217",217,"Sim_217_.csv",-2.701,4.29916666666667,708.883333333333,0.103833333333333,3.1784,0.81125,1.780375
"218",218,"Sim_218_.csv",0.439,4.0375,691.616666666667,0.395166666666667,3.6104,6.13125,1.58970833333333
"219",219,"Sim_219_.csv",-2.361,1.36416666666667,511.016666666667,0.444166666666667,2.2776,0.69625,1.444875
"220",220,"Sim_220_.csv",2.869,2.36083333333333,524.083333333333,0.763166666666667,1.9896,4.40375,1.92520833333333
"221",221,"Sim_221_.csv",-1.893,1.9075,521.283333333333,0.0938333333333333,4.4136,2.10875,1.55945833333333
"222",222,"Sim_222_.csv",-2.587,2.55416666666667,410.216666666667,0.00316666666666667,2.2216,6.32375,2.080125
"223",223,"Sim_223_.csv",0.989,2.94916666666667,674.35,0.940833333333333,4.6648,6.20625,1.60620833333333
"224",224,"Sim_224_.csv",-1.461,2.43916666666667,266.483333333333,0.2625,4.3192,2.14375,1.477875
"225",225,"Sim_225_.csv",-1.899,0.0025,780.75,0.764166666666667,3.4072,1.58375,1.70520833333333
"226",226,"Sim_226_.csv",-1.341,2.17416666666667,744.816666666667,0.5285,1.0568,7.87125,0.950791666666667
"227",227,"Sim_227_.csv",0.307,2.54416666666667,235.45,0.1725,3.8824,3.65625,2.60995833333333
"228",228,"Sim_228_.csv",1.297,2.65416666666667,225.183333333333,0.426166666666667,1.0984,5.79625,2.038875
"229",229,"Sim_229_.csv",1.505,3.26083333333333,709.35,0.7765,4.7608,7.60875,2.01229166666667
"230",230,"Sim_230_.csv",-2.611,0.5325,449.65,0.2965,3.2232,2.72875,2.81345833333333
"231",231,"Sim_231_.csv",0.803,3.02916666666667,512.416666666667,0.506833333333333,2.276,3.66625,2.75845833333333
"232",232,"Sim_232_.csv",-0.361,3.3525,707.716666666667,0.4875,1.3224,4.76125,2.621875
"233",233,"Sim_233_.csv",1.411,1.57416666666667,457.583333333333,0.9075,3.5096,7.54625,2.11679166666667
"234",234,"Sim_234_.csv",-2.091,1.6675,784.95,0.2195,0.4584,2.92875,2.57604166666667
"235",235,"Sim_235_.csv",1.749,2.84083333333333,255.283333333333,0.0341666666666667,3.7112,7.54125,0.969125
"236",236,"Sim_236_.csv",2.801,4.12083333333333,430.05,0.9325,3.0584,5.18375,1.83354166666667
"237",237,"Sim_237_.csv",-2.909,4.6375,695.816666666667,0.6295,0.6344,2.66375,0.655625
"238",238,"Sim_238_.csv",-2.321,4.09416666666667,237.083333333333,0.416166666666667,4.0728,3.47875,1.114875
"239",239,"Sim_239_.csv",-1.011,1.17083333333333,676.45,0.367166666666667,0.2296,1.84625,2.35329166666667
"240",240,"Sim_240_.csv",0.145,4.79916666666667,560.716666666667,0.250833333333333,0.6216,3.06375,1.433875
"241",241,"Sim_241_.csv",-1.885,2.6425,500.283333333333,0.3145,1.5688,7.11875,1.58145833333333
"242",242,"Sim_242_.csv",-0.891,4.50916666666667,176.183333333333,0.419166666666667,2.996,0.77125,2.261625
